grid_index,geometry,dhl,dpd,fedex,inpost,poczta,ruch,ups,tot,tot_0_14,tot_15_64,tot_65__,tot_male,tot_fem,male_0_14,male_15_64,male_65__,fem_0_14,fem_15_64,fem_65__,fem_ratio,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops
208366,"POLYGON ((20.89302793165317 52.17398576171731, 20.87854903925922 52.17532517075888, 20.88073304162547 52.1841963981407, 20.89521473183615 52.18285668389237, 20.89302793165317 52.17398576171731))",1.0,0.0,0.0,3.0,0.0,0.0,0.0,586,90,414,82,287,299,50,199,38,40,215,44,104.18118466,0.0,2.0,0.0,4.0,0.0,2.0,4.0,5.0,23.0,0.0
208367,"POLYGON ((20.9259425081145 52.3070426056516, 20.91142153635277 52.30838661643686, 20.91362163522848 52.31725684860228, 20.92814542255502 52.31591252984353, 20.9259425081145 52.3070426056516))",0.0,1.0,0.0,0.0,0.0,0.0,0.0,729,151,498,80,350,379,79,238,33,72,260,47,108.28571428,40.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,27.0,0.0
208377,"POLYGON ((20.92374067464047 52.29817261481551, 20.90922251705944 52.29951631781582, 20.91142153635277 52.30838661643686, 20.9259425081145 52.3070426056516, 20.92374067464047 52.29817261481551))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,22,109,22,75,78,11,59,5,11,50,17,104.0,7.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0
208421,"POLYGON ((20.9061647772892 52.22721029546359, 20.8916690892062 52.22855154105893, 20.89385950898396 52.23742237037231, 20.90835800313277 52.23608081844755, 20.9061647772892 52.22721029546359))",6.0,1.0,0.0,8.0,6.0,1.0,1.0,10896,1267,8193,1436,5158,5738,673,3839,646,594,4354,790,111.24466847,60.0,1.0,4.0,0.0,18.0,0.0,7.0,51.0,78.0,0.0
208433,"POLYGON ((20.89521473183615 52.18285668389237, 20.88073304162547 52.1841963981407, 20.88291811260529 52.19306755972936, 20.89740259904256 52.19172753923552, 20.89521473183615 52.18285668389237))",3.0,1.0,0.0,5.0,3.0,1.0,0.0,8309,1150,5476,1683,3803,4506,559,2600,644,591,2876,1039,118.48540625,2.0,2.0,1.0,1.0,4.0,0.0,3.0,12.0,72.0,0.0
208479,"POLYGON ((20.91494412002037 52.26269198712068, 20.90043720676399 52.26403445993974, 20.90263192146504 52.27290502381315, 20.91714164337388 52.27156224396132, 20.91494412002037 52.26269198712068))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,590,69,427,94,289,301,45,202,42,24,225,52,104.15224913,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
208493,"POLYGON ((20.91934024303829 52.28043243347335, 20.90482771113514 52.28177552144462, 20.90702457509408 52.29064595281046, 20.9215399198777 52.28930255740689, 20.91934024303829 52.28043243347335))",0.0,1.0,0.0,0.0,0.0,0.0,0.0,158,38,104,16,79,79,18,55,6,20,49,10,100.0,1.0,0.0,0.0,13.0,0.0,8.0,0.0,11.0,12.0,0.0
208494,"POLYGON ((20.93476064645252 52.34252190409003, 20.92022840411714 52.34386714789994, 20.92243282192056 52.35273711478404, 20.93696788683419 52.35139156222218, 20.93476064645252 52.34252190409003))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,36,96,10,63,79,20,39,4,16,57,6,125.39682539,37.0,0.0,0.0,19.0,1.0,0.0,0.0,3.0,0.0,0.0
208502,"POLYGON ((20.91714164337388 52.27156224396132, 20.90263192146504 52.27290502381315, 20.90482771113514 52.28177552144462, 20.91934024303829 52.28043243347335, 20.91714164337388 52.27156224396132))",0.0,0.0,0.0,2.0,1.0,0.0,0.0,5421,854,3937,630,2527,2894,438,1804,285,416,2133,345,114.52314998,14.0,0.0,1.0,11.0,3.0,0.0,0.0,16.0,18.0,0.0
208503,"POLYGON ((20.9215399198777 52.28930255740689, 20.90702457509408 52.29064595281046, 20.90922251705944 52.29951631781582, 20.92374067464047 52.29817261481551, 20.9215399198777 52.28930255740689))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,14,0,12,3,0,11,0,0,3,0,25.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,11.0,0.0
