buffer_index,operator,point_id,center,buffer,inpost_points,poczta_points,dhl_points,ruch_points,dpd_points,ups_points,fedex_points,TOT,TOT_0_14,TOT_15_64,TOT_65__,TOT_MALE,TOT_FEM,MALE_0_14,MALE_15_64,MALE_65__,FEM_0_14,FEM_15_64,FEM_65__,FEM_RATIO,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops,shops_binary,parks_binary,TOTlog,TOT_0_14log,TOT_15_64log,TOT_65__log,TOT_MALElog,TOT_FEMlog,MALE_0_14log,MALE_15_64log,MALE_65__log,FEM_0_14log,FEM_15_64log,FEM_65__log
72,inpost,18933,POINT (20.01307 50.103),"POLYGON ((20.02008051088684 50.10299978894777, 20.02002303815457 50.10357480586798, 20.01985139264203 50.10414038775996, 20.01956838894169 50.10468724728879, 20.01917867066146 50.10520640424544, 20.01868863439306 50.1056893330534, 20.01810632484846 50.10612810282593, 20.01744130287528 50.10651550767009, 20.01670448851107 50.10684518509273, 20.0159079816509 50.10711172055854, 20.01506486327423 50.10731073647786, 20.01418898050134 50.10743896415742, 20.01329471901856 50.1074942975284, 20.0123967666226 50.10747582776558, 20.01150987178244 50.10738385822665, 20.01064860120065 50.1072198994657, 20.00982710037237 50.10698664440257, 20.0090588610906 50.10668792405803, 20.00835649972996 50.10632864458444, 20.00773154996146 50.10591470663011, 20.00719427330999 50.10545290836652, 20.00675349066914 50.10495083377605, 20.0064164375393 50.10441672804024, 20.00618864536084 50.10385936208021, 20.00607385088199 50.10328788847821, 20.00607393503654 50.10271169115008, 20.0061888923199 50.10214023123972, 20.00641683114921 50.10158289176741, 20.00675400518378 50.10104882358281, 20.00719487507481 50.10054679515083, 20.00773219961486 50.10008504863376, 20.00835715477794 50.09967116462922, 20.00905947868628 50.09931193777982, 20.00982764011865 50.0990132652917, 20.01064902779259 50.09878005018695, 20.01151015731654 50.09861612087262, 20.01239689242198 50.09852416834246, 20.01329467685466 50.09850570203799, 20.01418877313211 50.0985610250907, 20.01506450426374 50.0986892293503, 20.01590749448214 50.09888821027983, 20.01670390504988 50.09915470147479, 20.01744066128601 50.09948432824123, 20.01810566709765 50.09987167935729, 20.01868800350436 50.1003103958442, 20.01917810790147 50.10079327529443, 20.01956793112071 50.10131239004976, 20.01985106970625 50.10185921729406, 20.0200228712273 50.10242477893006, 20.02008051088684 50.10299978894777))",2,5.0,2.0,1.0,1.0,0.0,0.0,6414.25,846.5,4643.0,924.75,3080.0,3334.25,419.75,2219.5,440.75,426.75,2423.5,484.0,111.317507545,9.0,0.0,2.0,2.0,12.0,10.0,15.0,58.0,18.0,2.0,few_shops,more_parks,8.766448835187292,6.742408826394144,8.443352875747015,6.830712234483825,8.033041955064434,8.112332900369355,6.0422764756575855,7.705532708620165,6.090970457964014,6.058772666864064,7.793421841312483,6.184355055251171
78,inpost,27007,POINT (19.91833 50.08978),"POLYGON ((19.92533857682979 50.0897797890467, 19.92528111991396 50.09035480596528, 19.92510952171836 50.09092038785253, 19.92482659606136 50.09146724737377, 19.92443698527186 50.09198640432055, 19.92394708417851 50.09246933311695, 19.92336493527495 50.09290810287698, 19.92270009677155 50.09329550770855, 19.92196348569304 50.0936251851193, 19.92116719859543 50.09389172057476, 19.92032431284797 50.09409073648586, 19.91944867174882 50.09421896415992, 19.91855465701328 50.0942742975285, 19.91765695238344 50.09425582776647, 19.91677030225693 50.09416385823154, 19.91590926931519 50.09399989947749, 19.91508799514876 50.09376664442375, 19.91431996782679 50.09346792409042, 19.91361780024211 50.09310864462914, 19.91299302288324 50.09269470668746, 19.91245589444422 50.09223290843601, 19.91201523338587 50.09173083385636, 19.91167827321378 50.09119672812935, 19.91145054384418 50.09063936217553, 19.91133578099663 50.09006788857673, 19.91133586508852 50.08949169124859, 19.91145079061938 50.08892023133502, 19.91167866653065 50.0883628918565, 19.91201574751745 50.0878288236631, 19.91245649576102 50.0873267952203, 19.91299367205298 50.08686504869112, 19.9136184548024 50.08645116467392, 19.91432058496267 50.08609193781218, 19.9150885344932 50.08579326531285, 19.91590969558953 50.08556005019875, 19.91677058757844 50.08539612087752, 19.91765707808916 50.08530416834337, 19.91855461488077 50.08528570203807, 19.91944846453398 50.08534102509321, 19.92032395410477 50.08546922935829, 19.92116671178938 50.08566821029603, 19.92196290266623 50.08593470150137, 19.92269945565995 50.08626432827968, 19.92336427801383 50.08665167940833, 19.92394645375951 50.08709039590772, 19.92443642293086 50.08757327536953, 19.92482613858123 50.08809239013476, 19.925109199023 50.08863921738661, 19.92528095311097 50.08920477902737, 19.92533857682979 50.0897797890467))",4,4.0,4.0,0.0,1.0,0.0,0.0,8880.0,893.0,6122.333333333332,1864.666666666667,4050.0,4830.0,473.66666666666674,2894.0,682.3333333333334,419.33333333333326,3228.333333333333,1182.3333333333333,119.35636062666669,11.0,0.0,2.0,1.0,9.0,0.0,38.0,21.0,59.0,0.0,few_shops,more_parks,9.091680702188356,6.795817625741273,8.719878220382128,7.531427328929747,8.306743728160912,8.482829463988278,6.162823455272431,7.970774931724859,6.527129114220892,6.041285925425037,8.08006196222906,7.076175097273087
79,inpost,2221,POINT (19.9744 50.09008),"POLYGON ((19.98140862070316 50.09007978904446, 19.98135116342854 50.09065480596308, 19.98117956415958 50.09122038785043, 19.98089663673219 50.09176724737186, 19.98050702350431 50.09228640431884, 19.98001711934456 50.09276933311551, 19.97943496679691 50.09320810287583, 19.97877012413157 50.09359550770768, 19.97803350844159 50.09392518511871, 19.97723721635876 50.09419172057439, 19.97639432533419 50.09439073648568, 19.97551867875276 50.09451896415987, 19.97462465841984 50.09457429752851, 19.97372694816952 50.09455582776646, 19.97284029249177 50.09446385823143, 19.97197925415926 50.09429989947724, 19.97115797485109 50.09406664442326, 19.97038994272089 50.09376792408969, 19.96968777074047 50.09340864462814, 19.96906298947055 50.09299470668617, 19.96852585766939 50.09253290843444, 19.96808519385299 50.09203083385454, 19.96774823157218 50.09149672812733, 19.96752050077778 50.09093936217336, 19.96740573721269 50.0903678885745, 19.96740582130601 50.08979169124636, 19.96752074755715 50.08922023133287, 19.96774862489569 50.08866289185448, 19.96808570799326 50.08812882366129, 19.96852645899635 50.08762679521873, 19.96906363865126 50.08716504868981, 19.96968842531182 50.08675116467291, 19.9703905598672 50.08639193781145, 19.97115851420465 50.08609326531238, 19.9719796804408 50.08586005019848, 19.9728405778181 50.08569612087742, 19.97372707387737 50.08560416834335, 19.97462461628662 50.08558570203807, 19.97551847153441 50.08564102509315, 19.97639396658493 50.08576922935812, 19.97723672954447 50.08596821029568, 19.97803292540494 50.08623470150077, 19.97876948300913 50.0865643282788, 19.97943430952469 50.08695167940717, 19.9800164889149 50.08739039590628, 19.98050646115379 50.08787327536783, 19.98089617924433 50.08839239013282, 19.98117924145877 50.08893921738452, 19.98135099662273 50.08950477902516, 19.98140862070316 50.09007978904446))",4,4.0,4.0,0.0,0.0,0.0,0.0,8984.5,1134.0,6433.75,1416.75,4136.75,4847.75,575.25,3026.0,535.5,558.75,3407.75,881.25,116.7096633775,90.0,1.0,6.0,0.0,9.0,0.0,37.0,79.0,61.0,9.0,more_shops,more_parks,9.103378574951382,7.034476031761294,8.769483809735235,7.256896918704013,8.32793160825262,8.48649684241364,6.356715115047022,8.015360344485291,6.285252937991523,6.327668890706206,8.134130269996458,6.782588802689242
80,inpost,27935,POINT (20.02661 50.09014000000001),"POLYGON ((20.03361862947793 50.09013978904401, 20.03356117213155 50.09071480596265, 20.03338957264791 50.09128038785002, 20.03310664486644 50.09182724737148, 20.03271703115087 50.0923464043185, 20.03222712637784 50.09282933311523, 20.03164497310137 50.09326810287561, 20.03098012960363 50.09365550770751, 20.03024351299136 50.0939851851186, 20.02944721991146 50.09425172057432, 20.02860432783146 50.09445073648565, 20.02772868015357 50.09457896415987, 20.02683465870117 50.0946342975285, 20.02593694732674 50.09461582776646, 20.02505029053873 50.09452385823141, 20.02418925112805 50.09435989947718, 20.02336797079152 50.09412664442317, 20.02259993769966 50.09382792408955, 20.02189776484009 50.09346864462795, 20.02127298278796 50.09305470668591, 20.02073585031435 50.09259290843413, 20.02029518594633 50.09209083385419, 20.01995822324378 50.09155672812694, 20.01973049216442 50.09099936217294, 20.01961572845582 50.09042788857406, 20.01961581254941 50.08985169124592, 20.01973073894462 50.08928023133244, 20.01995861656863 50.08872289185408, 20.02029570008834 50.08818882366092, 20.02073645164335 50.08768679521842, 20.02127363197085 50.08722504868955, 20.02189841941365 50.08681116467271, 20.02260055484805 50.0864519378113, 20.0233685101469 50.0861532653123, 20.02418967741103 50.08592005019842, 20.02505057586603 50.0857561208774, 20.02593707303501 50.08566416834335, 20.0268346165678 50.08564570203809, 20.02772847293452 50.08570102509315, 20.02860396908099 50.08582922935808, 20.02944673309553 50.0860282102956, 20.03024292995273 50.08629470150065, 20.03097948847903 50.08662432827864, 20.03164431582693 50.08701167940694, 20.03222649594606 50.087450395906, 20.03271646879847 50.0879332753675, 20.03310618737703 50.08845239013245, 20.033389249946 50.08899921738411, 20.03356100532518 50.08956477902472, 20.03361862947793 50.09013978904401))",6,3.0,1.0,2.0,1.0,0.0,0.0,8356.0,1050.5,5822.75,1482.75,3965.25,4390.75,517.25,2830.0,618.0,533.25,2992.75,864.75,110.6541911925,6.0,3.0,1.0,6.0,6.0,8.0,18.0,22.0,29.0,8.0,more_shops,more_parks,9.030866755946358,6.958068092855726,8.669716834050337,7.302395340451468,8.285601555311999,8.387505829600675,6.250650689769121,7.948420607695397,6.428266810525186,6.281051054970906,8.004315463524115,6.76371168339816
84,inpost,35319,POINT (20.0262 50.09026),"POLYGON ((20.03320864702754 50.09025978904311, 20.03315118953764 50.09083480596176, 20.03297958962465 50.09140038784916, 20.03269666113502 50.09194724737068, 20.03230704644408 50.09246640431782, 20.03181714044447 50.09294933311463, 20.03123498571035 50.09338810287513, 20.03057014054781 50.09377550770714, 20.02983352209091 50.09410518511834, 20.0290372270169 50.09437172057416, 20.02819433282602 50.09457073648556, 20.02731868295518 50.09469896415983, 20.0264246592638 50.0947542975285, 20.02552694564114 50.09473582776643, 20.02464028663261 50.09464385823136, 20.02377924506558 50.09447989947706, 20.02295796267232 50.09424664442296, 20.02218992765714 50.09394792408924, 20.02148775303925 50.09358864462752, 20.02086296942267 50.09317470668538, 20.02032583560419 50.09271290843348, 20.01988517013293 50.09221083385344, 20.01954820658688 50.09167672812611, 20.0193204749376 50.09111936217207, 20.01920571094197 50.09054788857316, 20.01920579503614 50.08997169124501, 20.01932072171947 50.08940023133156, 20.01954859991439 50.08884289185326, 20.01988568427842 50.08830882366019, 20.02032643693726 50.08780679521778, 20.02086361860996 50.08734504868902, 20.02148840761724 50.0869311646723, 20.02219054480971 50.086571937811, 20.02295850203135 50.08627326531209, 20.02377967135144 50.08604005019831, 20.02464057196183 50.08587612087734, 20.02552707135026 50.08578416834333, 20.02642461713015 50.08576570203807, 20.02731847573473 50.08582102509312, 20.02819397407312 50.085949229358, 20.02903674019768 50.08614821029544, 20.02983293904835 50.0864147015004, 20.03056949941887 50.08674432827828, 20.03123432843146 50.08713167940647, 20.03181651000843 50.08757039590541, 20.03230648408787 50.0880532753668, 20.03269620364252 50.08857239013167, 20.03297926692057 50.08911921738324, 20.03315102273014 50.08968477902382, 20.03320864702754 50.09025978904311))",6,4.0,1.0,2.0,1.0,0.0,0.0,8356.0,1050.5,5822.75,1482.75,3965.25,4390.75,517.25,2830.0,618.0,533.25,2992.75,864.75,110.6541911925,6.0,3.0,1.0,5.0,6.0,8.0,21.0,30.0,32.0,8.0,more_shops,more_parks,9.030866755946358,6.958068092855726,8.669716834050337,7.302395340451468,8.285601555311999,8.387505829600675,6.250650689769121,7.948420607695397,6.428266810525186,6.281051054970906,8.004315463524115,6.76371168339816
88,inpost,26670,POINT (20.00547 50.09049),"POLYGON ((20.01247868066464 50.09048978904139, 20.01242122289966 50.09106480596007, 20.01224962216374 50.09163038784757, 20.01196669231677 50.09217724736922, 20.01157707575636 50.09269640431652, 20.01108716740579 50.09317933311354, 20.0105050098778 50.09361810287425, 20.00984016152435 50.09400550770648, 20.00910353953192 50.09433518511789, 20.00830724063579 50.09460172057388, 20.00746434239903 50.09480073648543, 20.006588688325 50.09492896415979, 20.00569466034219 50.0949842975285, 20.00479694241039 50.09496582776644, 20.0039102791458 50.09487385823128, 20.00304923344575 50.09470989947686, 20.00222794711039 50.09447664442261, 20.0014599084088 50.09417792408868, 20.00075773042076 50.09381864462675, 20.00013294380564 50.09340470668439, 19.99959580740945 50.09294290843228, 19.99915513982363 50.09244083385206, 19.99881817466086 50.09190672812457, 19.9985904419192 50.09134936217041, 19.99847567737345 50.09077788857144, 19.9984757614687 50.09020169124332, 19.99859068870427 50.08963023132991, 19.99881856799346 50.08907289185172, 19.99915565397578 50.08853882365879, 19.9995964087503 50.08803679521657, 20.00013359300134 50.08757504868803, 20.00075838500723 50.08716116467152, 20.00146052556937 50.08680193781044, 20.0022284864764 50.08650326531172, 20.00304965973713 50.08627005019812, 20.00391056447872 50.08610612087726, 20.00479706812114 50.08601416834332, 20.005694618208 50.08599570203808, 20.00658848110187 50.08605102509308, 20.00746398364148 50.08617922935787, 20.00830675381026 50.08637821029517, 20.00910295648179 50.08664470149994, 20.0098395203871 50.08697432827762, 20.01050435259039 50.0873616794056, 20.01108653696157 50.08780039590431, 20.01157651339286 50.0882832753655, 20.01196623481835 50.08880239013019, 20.01224929945547 50.08934921738165, 20.01242105609 50.08991477902214, 20.01247868066464 50.09048978904139))",5,3.0,3.0,0.0,1.0,0.0,0.0,14208.333333333336,1673.0,9693.333333333334,2842.0,6748.333333333332,7460.0,858.6666666666665,4669.333333333333,1220.3333333333333,814.3333333333335,5024.0,1621.666666666667,109.93743684666669,9.0,0.0,3.0,2.0,12.0,2.0,89.0,26.0,46.0,9.0,few_shops,more_parks,9.561661342275823,7.423030986421739,9.179307116595993,7.952650285144259,8.81721382972524,8.91745813541078,6.756661034604755,8.449007137221805,7.107780311503371,6.703719669281429,8.522200633226777,7.391887790491966
89,inpost,2652,POINT (19.95973 50.0905),"POLYGON ((19.96673868212713 50.09049978904132, 19.96668122435019 50.09107480596, 19.96650962357849 50.0916403878475, 19.96622669367251 50.09218724736916, 19.96583707703081 50.09270640431647, 19.96534716857802 50.09318933311349, 19.96476501092856 50.09362810287421, 19.96410016243637 50.09401550770646, 19.96336354029022 50.09434518511787, 19.96256724122792 50.09461172057387, 19.96172434281524 50.09481073648543, 19.96084868855847 50.0949389641598, 19.95995466038908 50.09499429752849, 19.95905694226992 50.09497582776644, 19.95817027882028 50.09488385823128, 19.95730923294053 50.09471989947686, 19.95648794643377 50.0944866444226, 19.95571990757191 50.09418792408866, 19.95501772943734 50.09382864462673, 19.95439294269184 50.09341470668435, 19.95385580618358 50.09295290843223, 19.95341513850582 50.09245083385199, 19.95307817327276 50.09191672812451, 19.95285044048361 50.09135936217034, 19.95273567591394 50.09078788857137, 19.95273576000924 50.09021169124324, 19.95285068726881 50.08964023132985, 19.95307856660558 50.08908289185165, 19.95341565265826 50.08854882365875, 19.95385640752477 50.08804679521653, 19.95439359188791 50.08758504868799, 19.95501838402418 50.0871711646715, 19.95572052473283 50.08681193781042, 19.95648848580009 50.08651326531172, 19.95730965923216 50.08628005019811, 19.95817056415336 50.08611612087726, 19.95905706798074 50.08602416834332, 19.95995461825486 50.08600570203809, 19.96084848133522 50.08606102509309, 19.9617239840575 50.08618922935786, 19.96256675440211 50.08638821029516, 19.96336295723977 50.08665470149993, 19.96409952129877 50.08698432827759, 19.96476435364078 50.08737167940556, 19.96534653813345 50.08781039590427, 19.965836514667 50.08829327536544, 19.96622623617382 50.08881239013013, 19.96650930087004 50.08935921738158, 19.96668105754043 50.08992477902208, 19.96673868212713 50.09049978904132))",3,5.0,6.0,2.0,4.0,1.0,0.0,8701.0,1174.0,6323.0,1204.0,4028.25,4672.75,592.75,2978.25,457.25,581.25,3344.75,746.75,115.2112527225,85.0,1.0,1.0,7.0,3.0,9.0,3.0,54.0,31.0,10.0,more_shops,more_parks,9.071319654825722,7.069108529339895,8.752123010981066,7.094317830033346,8.301360351609466,8.449738422157642,6.386626762220249,7.999460434902279,6.127633084407785,6.367071641548661,8.11547605089455,6.6172024231053355
90,inpost,18932,POINT (19.93047 50.09062),"POLYGON ((19.9374786996771 50.09061978904042, 19.93742124175664 50.09119480595911, 19.93724964055557 50.09176038784664, 19.93696670994142 50.09230724736838, 19.93657709232433 50.09282640431577, 19.93608718264494 50.09330933311291, 19.93550502353779 50.09374810287374, 19.93484017338077 50.0941355077061, 19.93410354938997 50.09446518511762, 19.9333072483335 50.09473172057372, 19.93246434780991 50.09493073648535, 19.93158869136014 50.09505896415977, 19.93069466095172 50.09511429752849, 19.92979694058429 50.09509582776641, 19.92891027491408 50.09500385823122, 19.92804922687794 50.09483989947675, 19.92722793831441 50.09460664442239, 19.9264598975292 50.09430792408835, 19.92575771763626 50.09394864462631, 19.92513292932629 50.09353470668382, 19.92459579147312 50.09307290843159, 19.9241551226921 50.09257083385126, 19.92381815661552 50.09203672812369, 19.92359042325644 50.09147936216947, 19.92347565839974 50.09090788857046, 19.9234757424956 50.09033169124234, 19.92359067004331 50.08976023132897, 19.92381854995101 50.08920289185083, 19.92415563684801 50.088668823658, 19.92459639281838 50.0881667952159, 19.92513357852674 50.08770504868747, 19.92575837222753 50.08729116467109, 19.92646051469428 50.08693193781013, 19.92722847768438 50.08663326531152, 19.92804965317244 50.08640005019799, 19.92891056024909 50.08623612087721, 19.92979706629596 50.08614416834332, 19.93069461881722 50.08612570203807, 19.93158848413549 50.08618102509305, 19.93246398904974 50.08630922935778, 19.9333067615044 50.086508210295, 19.93410296633558 50.08677470149967, 19.93483953223883 50.08710432827723, 19.93550436624557 50.08749167940508, 19.93608655219611 50.08793039590368, 19.93657652995671 50.08841327536475, 19.93696625243964 50.08893239012934, 19.93724931784494 50.08947921738073, 19.93742107494576 50.09004477902118, 19.9374786996771 50.09061978904042))",4,6.0,5.0,2.0,2.0,1.0,0.0,7265.75,844.5,5066.5,1354.75,3358.5,3907.25,448.5,2392.5,517.5,396.0,2674.0,837.25,115.623432325,1.0,0.0,0.0,0.0,10.0,10.0,11.0,24.0,28.0,5.0,few_shops,few_parks,8.891078189148613,6.740046434556028,8.530622611727898,7.21218384291253,8.119577198251472,8.270870569029602,6.108358298579481,7.780553787780158,6.251132873104564,5.984188138137206,7.891742041808944,6.731435674383817
91,inpost,3716,POINT (19.97963 50.0907),"POLYGON ((19.98663871137715 50.09069978903982, 19.98658125336101 50.09127480595853, 19.9864096518737 50.0918403878461, 19.98612672078742 50.09238724736788, 19.98573710252007 50.09290640431534, 19.98524719202294 50.09338933311254, 19.98466503194399 50.09382810287345, 19.98400018067708 50.09421550770588, 19.9832635554565 50.09454518511747, 19.98246725307058 50.09481172057364, 19.98162435113971 50.09501073648531, 19.98074869322794 50.09513896415977, 19.97985466132683 50.0951942975285, 19.97895693946054 50.09517582776643, 19.97807027230994 50.09508385823121, 19.97720922283619 50.09491989947669, 19.97638793290148 50.09468664442227, 19.97561989083401 50.09438792408818, 19.97491770976884 50.09402864462605, 19.97429292041588 50.09361470668349, 19.9737557816661 50.09315290843119, 19.97331511214957 50.09265083385078, 19.97297814551064 50.09211672812317, 19.97275041177159 50.0915593621689, 19.97263564672354 50.09098788856988, 19.97263573081979 50.09041169124175, 19.97275065855958 50.08984023132842, 19.9729785388479 50.0892828918503, 19.9733156263078 50.08874882365753, 19.97375638301407 50.08824679521548, 19.97429356961926 50.08778504868713, 19.97491836436306 50.08737116467082, 19.97562050800188 50.08701193780994, 19.97638847227388 50.0867132653114, 19.97720964913262 50.08648005019793, 19.97807055764623 50.08631612087719, 19.97895706517278 50.08622416834332, 19.97985461919213 50.08620570203809, 19.98074848600235 50.08626102509305, 19.98162399237792 50.08638922935776, 19.98246676623929 50.08658821029493, 19.98326297239948 50.08685470149953, 19.98399953953225 50.08718432827701, 19.98466437464881 50.08757167940478, 19.98524656157126 50.08801039590331, 19.98573654014992 50.08849327536431, 19.98612626328358 50.08901239012885, 19.98640932916161 50.08955921738019, 19.98658108654937 50.09012477902061, 19.98663871137715 50.09069978903982))",5,4.0,5.0,0.0,0.0,0.0,0.0,8048.5,1096.0,5975.5,977.0,3832.25,4216.25,564.0,2847.75,420.5,532.0,3127.75,556.5,109.88679935,121.0,0.0,1.0,0.0,6.0,0.0,55.0,64.0,75.0,8.0,few_shops,more_parks,8.993377679737055,7.000425613823445,8.695607123379174,6.885611914296447,8.251494373499867,8.346962247693977,6.337002706635798,7.954670683059195,6.044056997227153,6.278709023828715,8.048420803881246,6.323641859446314
98,inpost,2422,POINT (19.9206 50.09116),"POLYGON ((19.92760877865344 50.09115978903638, 19.92755132008713 50.09173480595514, 19.92737971695389 50.09230038784287, 19.92709678315287 50.09284724736491, 19.92670716114645 50.09336640431272, 19.92621724594724 50.09384933311032, 19.92563508028039 50.09428810287167, 19.92497022263147 50.09467550770454, 19.92423359033959 50.09500518511654, 19.92343728030922 50.09527172057307, 19.92259437028632 50.09547073648503, 19.92171870396792 50.09559896415967, 19.92082466348368 50.09565429752849, 19.91992693299884 50.09563582776639, 19.91904025733585 50.09554385823103, 19.91817919959579 50.09537989947627, 19.91735790177663 50.09514664442153, 19.91658985233613 50.09484792408705, 19.91588766453044 50.09448864462448, 19.91526286918021 50.09407470668148, 19.91472572527485 50.09361290842877, 19.91428505152906 50.09311083384799, 19.91394808165659 50.09257672812006, 19.91372034573273 50.09201936216558, 19.91360557958438 50.09144788856644, 19.91360566368281 50.09087169123832, 19.91372059252712 50.09030023132509, 19.91394847500404 50.0897428918472, 19.91428556570061 50.08920882365473, 19.9147263266384 50.08870679521306, 19.9152635184004 50.08824504868513, 19.91588831914162 50.08783116466927, 19.91659046951998 50.0874719378088, 19.917358441163 50.08717326531065, 19.91817962590326 50.08694005019751, 19.91904054267954 50.08677612087701, 19.91992705871433 50.08668416834328, 19.92082462134789 50.08666570203808, 19.92171849673696 50.08672102509296, 19.92259401151523 50.08684922935746, 19.92343679346531 50.08704821029435, 19.92423300726746 50.0873147014986, 19.92496958147003 50.08764432827567, 19.92563442296818 50.088031679403, 19.92621661547923 50.08847039590109, 19.92670659876173 50.08895327536169, 19.92709632563717 50.08947239012589, 19.92737939423344 50.09001921737696, 19.92755115327117 50.09058477901721, 19.92760877865344 50.09115978903638))",5,3.0,2.0,1.0,1.0,0.0,0.0,8512.666666666666,951.3333333333335,5909.666666666668,1651.666666666667,3926.666666666666,4586.0,504.33333333333326,2794.0,628.3333333333334,447.0,3115.666666666666,1023.3333333333335,116.45800650333337,2.0,0.0,2.0,0.0,6.0,2.0,31.0,15.0,43.0,0.0,few_shops,more_parks,9.049439740171191,6.859020113300261,8.684530825619023,7.410205930365938,8.275826265130185,8.431003295100764,6.225416147138784,7.935623163124489,6.4448199437194225,6.105016421792097,8.04455141866139,6.931894893168617
110,inpost,18914,POINT (19.99215 50.09217),"POLYGON ((19.9991589263749 50.09216978902883, 19.99910146660054 50.09274480594771, 19.99892985985328 50.09331038783581, 19.99864692009138 50.09385724735843, 19.99825728987492 50.09437640430697, 19.99776736435117 50.09485933310547, 19.9971851864147 50.09529810286777, 19.99652031475253 50.09568550770161, 19.99578366693389 50.09601518511451, 19.99498734011825 50.09628172057183, 19.99414441232735 50.09648073648442, 19.99326872755014 50.09660896415948, 19.99237466821959 50.09666429752849, 19.9914769188106 50.09664582776632, 19.99059022445662 50.09655385823066, 19.98972914856583 50.09638989947536, 19.98890783343445 50.09615664441992, 19.98813976780466 50.09585792408457, 19.98743756519855 50.09549864462107, 19.98681275667983 50.09508470667711, 19.98627560145414 50.09462290842346, 19.98583491842199 50.09412083384186, 19.9854979414495 50.09358672811325, 19.98527020072837 50.0930293621583, 19.98515543216404 50.09245788855893, 19.98515551626726 50.0918816912308, 19.98527044753679 50.09131023131781, 19.98549833481933 50.0907528918404, 19.9858354326228 50.09021882364859, 19.9862762028519 50.08971679520776, 19.98681340593696 50.08925504868075, 19.98743821984697 50.08884116466585, 19.98814038502363 50.08848193780633, 19.98890837285151 50.08818326530905, 19.98972957489756 50.08795005019662, 19.99059050981654 50.08778612087664, 19.99147704453324 50.08769416834321, 19.9923746260814 50.08767570203806, 19.9932685203074 50.08773102509276, 19.99414405353585 50.08785922935685, 19.99498685324665 50.08805821029312, 19.99578308382858 50.08832470149658, 19.99651967355461 50.08865432827273, 19.99718452906509 50.08904167939911, 19.99776673384729 50.08948039589625, 19.99825672745819 50.08996327535596, 19.99864646254965 50.09048239011939, 19.99892953711447 50.09102921736989, 19.99910129977509 50.09159477900978, 19.9991589263749 50.09216978902883))",2,6.0,4.0,0.0,0.0,0.0,0.0,11152.0,1441.666666666667,7968.333333333332,1742.0,5363.0,5789.0,735.0,3816.666666666666,811.3333333333335,706.6666666666665,4151.666666666667,930.6666666666665,106.84662218666666,13.0,0.0,2.0,2.0,16.0,6.0,22.0,18.0,52.0,7.0,few_shops,more_parks,9.319472765151776,7.27431784553729,8.983368669298363,7.46342041622082,8.587483887031672,8.663904841575064,6.60136597906466,8.247420888396853,6.700033859555451,6.562114472519638,8.331530057767905,6.837082425687091
112,inpost,2542,POINT (20.01509 50.09238),"POLYGON ((20.02209895709031 50.09237978902724, 20.02204149706477 50.09295480594615, 20.02186988956605 50.09352038783432, 20.02158694856472 50.09406724735706, 20.02119731664116 50.09458640430577, 20.02070738897066 50.09506933310445, 20.020125208483 50.09550810286694, 20.01946033390708 50.09589550770099, 20.01872368285998 50.09622518511407, 20.01792735255422 50.09649172057156, 20.01708442106886 50.09669073648428, 20.01620873245355 50.09681896415943, 20.01531466920432 50.09687429752847, 20.01441691586047 50.0968558277663, 20.01353021762011 50.09676385823057, 20.01266913795527 50.09659989947517, 20.0118478192242 50.09636664441957, 20.01107975022821 50.09606792408404, 20.01037754454468 50.09570864462036, 20.00975273328785 50.09529470667619, 20.00921557570836 50.09483290842235, 20.00877489074532 50.09433083384056, 20.00843791229654 50.09379672811183, 20.00821017057791 50.09323936215678, 20.00809540151124 50.09266788855735, 20.00809548561545 50.09209169122921, 20.00821041738925 50.09152023131628, 20.00843830567102 50.09096289183898, 20.00877540495221 50.09042882364732, 20.00921617711324 50.08992679520664, 20.00975338255268 50.08946504867983, 20.01037819920084 50.08905116466513, 20.01108036745448 50.08869193780581, 20.01184835864765 50.0883932653087, 20.01266956429205 50.08816005019642, 20.01353050298341 50.08799612087655, 20.0144170415846 50.08790416834318, 20.01531462706563 50.08788570203806, 20.01620852520835 50.08794102509272, 20.01708406227312 50.08806922935671, 20.01792686567686 50.08826821029285, 20.01872309974778 50.08853470149614, 20.01945969270157 50.08886432827211, 20.02012455112561 50.08925167939829, 20.02070675845932 50.08969039589523, 20.02119675421779 50.09017327535476, 20.02158649101758 50.09069239011804, 20.02186956682343 50.09123921736842, 20.02204133023735 50.09180477900823, 20.02209895709031 50.09237978902724))",4,5.0,3.0,1.0,1.0,0.0,0.0,14990.25,1840.75,10336.75,2812.75,7139.0,7851.25,925.5,4968.75,1244.75,915.25,5368.0,1568.0,109.75008063,0.0,1.0,1.0,1.0,14.0,20.0,53.0,17.0,37.0,13.0,more_shops,more_parks,9.615228647081508,7.518525780274631,9.2435671960744,7.942308931349526,8.873482060837793,8.9685681290336,6.831521972982548,8.511144937548698,7.12757330686777,6.820398387763886,8.588415575691473,7.358257485565023
