operator,geometry
poczta,POINT (16.07250022888184 51.65060043334961)
poczta,POINT (16.92001724243164 52.40604782104492)
poczta,POINT (17.04422950744629 51.06175994873047)
poczta,POINT (17.66048049926758 52.73072814941406)
poczta,POINT (16.68121147155761 53.7185173034668)
poczta,POINT (16.16646575927735 51.17361831665039)
poczta,POINT (22.26079940795898 51.37419891357422)
poczta,POINT (17.87587547302246 52.29150390625)
poczta,POINT (21.73380088806152 50.68209838867188)
poczta,POINT (16.88400077819824 52.38600158691406)
poczta,POINT (20.94538116455078 49.70827484130859)
poczta,POINT (16.98226356506347 52.46339797973633)
poczta,POINT (22.77140045166016 49.78189849853516)
poczta,POINT (16.98564338684082 52.46986770629883)
poczta,POINT (17.93219947814941 50.68009948730469)
poczta,POINT (14.54331684112549 53.44647216796875)
poczta,POINT (16.5849666595459 51.84289932250977)
poczta,POINT (18.59140014648437 54.41289901733398)
poczta,POINT (22.00265121459961 50.03955459594727)
poczta,POINT (22.44529724121093 49.47675323486328)
poczta,POINT (19.06421852111816 49.73765182495117)
poczta,POINT (15.64469242095947 50.84819030761719)
poczta,POINT (21.19922065734864 51.97216033935547)
poczta,POINT (21.04804229736328 52.25812149047852)
poczta,POINT (16.3112964630127 50.79800415039063)
poczta,POINT (21.73979949951172 50.68529891967773)
poczta,POINT (18.3756046295166 54.35700225830078)
poczta,POINT (16.6421070098877 50.73848724365234)
poczta,POINT (18.77362251281739 50.32889938354492)
poczta,POINT (23.77091026306152 53.2652359008789)
poczta,POINT (20.42657661437989 49.96720504760742)
poczta,POINT (19.11820030212402 50.3208999633789)
poczta,POINT (19.05189514160156 52.65607070922852)
poczta,POINT (20.95560073852539 52.21279907226562)
poczta,POINT (19.02029418945312 50.25862884521485)
poczta,POINT (18.21479988098145 52.70489883422852)
poczta,POINT (20.59180450439453 50.37994384765625)
poczta,POINT (21.04068946838379 52.16886520385742)
poczta,POINT (20.96416664123535 52.21812438964844)
poczta,POINT (21.03364753723145 52.25049209594727)
poczta,POINT (21.77523994445801 49.8715705871582)
poczta,POINT (18.21051979064941 50.9798469543457)
poczta,POINT (19.2876091003418 50.18542098999024)
poczta,POINT (22.08499908447266 50.04108047485352)
poczta,POINT (16.66300010681153 52.08990859985352)
poczta,POINT (17.04681777954102 52.28470230102539)
poczta,POINT (21.9447193145752 50.06105041503906)
poczta,POINT (18.68682670593261 53.83889770507813)
poczta,POINT (21.03257942199707 52.24913787841797)
poczta,POINT (18.07093620300293 53.18998718261719)
poczta,POINT (15.75724029541015 50.9204330444336)
poczta,POINT (23.04080772399902 50.79263687133789)
poczta,POINT (16.73800086975097 52.50690078735352)
poczta,POINT (19.02218627929688 50.25443267822266)
poczta,POINT (21.06384086608887 50.45040893554688)
poczta,POINT (17.72108268737793 53.88565063476562)
poczta,POINT (17.94869995117188 52.65999984741211)
poczta,POINT (16.88005638122559 52.47490692138672)
poczta,POINT (20.94144248962402 52.33494567871094)
poczta,POINT (18.92998123168945 51.60347747802734)
poczta,POINT (16.29785346984863 50.77295684814453)
poczta,POINT (19.17937469482422 49.66904067993164)
poczta,POINT (20.61842536926269 52.19407653808594)
poczta,POINT (19.98466110229492 50.06797790527344)
poczta,POINT (21.97291374206543 50.01949691772461)
poczta,POINT (19.97153091430664 50.60538101196289)
poczta,POINT (17.27423095703125 51.5285758972168)
poczta,POINT (23.41627883911133 50.44827651977539)
poczta,POINT (19.92598915100098 50.08066177368164)
poczta,POINT (20.85815811157227 51.11699676513672)
poczta,POINT (16.99093627929688 52.45224380493164)
poczta,POINT (18.62662887573243 54.34165954589844)
poczta,POINT (19.45888328552246 51.771240234375)
poczta,POINT (21.56163024902344 52.90437698364258)
poczta,POINT (19.98456382751465 50.07661056518555)
poczta,POINT (21.25251579284668 52.08921051025391)
poczta,POINT (21.54800987243652 50.01926040649414)
poczta,POINT (18.86729621887207 50.43390655517578)
poczta,POINT (18.49275207519531 50.06361389160156)
poczta,POINT (17.88485145568848 50.80868911743164)
poczta,POINT (19.43350219726562 51.75988006591797)
poczta,POINT (19.46320343017578 51.7723503112793)
poczta,POINT (21.68458557128907 50.56892395019531)
poczta,POINT (19.01321411132812 50.26154708862305)
poczta,POINT (18.52253913879395 50.12738800048828)
poczta,POINT (17.98999404907227 53.11753463745117)
poczta,POINT (18.67467498779297 50.29659271240234)
poczta,POINT (16.68538093566895 53.71238327026367)
poczta,POINT (17.79253959655761 52.56103897094727)
poczta,POINT (18.70233154296875 50.2990608215332)
poczta,POINT (16.9857006072998 52.4093017578125)
poczta,POINT (16.58346748352051 51.84231567382813)
poczta,POINT (21.01672172546387 52.23011016845703)
poczta,POINT (21.06328010559082 50.03872299194336)
poczta,POINT (20.4151496887207 53.36153030395508)
poczta,POINT (21.02337074279785 52.20037841796875)
poczta,POINT (16.9375 52.40639877319336)
poczta,POINT (19.95064544677734 50.01597595214844)
poczta,POINT (18.99077033996582 50.13238143920898)
poczta,POINT (19.96384811401367 50.08420562744141)
poczta,POINT (18.92950057983398 50.32339859008789)
poczta,POINT (14.83303928375244 51.67384719848633)
poczta,POINT (20.7106990814209 49.61370086669922)
poczta,POINT (18.1989803314209 54.33345413208008)
poczta,POINT (20.94264030456543 52.32260131835938)
poczta,POINT (18.44518089294434 53.27365493774414)
poczta,POINT (22.02132225036621 53.30428695678711)
poczta,POINT (20.97552299499512 52.44581985473633)
poczta,POINT (17.12313461303711 51.10753631591797)
poczta,POINT (17.887451171875 50.68354034423828)
poczta,POINT (17.97530937194824 50.60760879516602)
poczta,POINT (17.0123348236084 51.09775161743164)
poczta,POINT (14.87909030914306 52.45449066162109)
poczta,POINT (16.19622802734375 51.05383682250977)
poczta,POINT (22.46393013000489 53.6495361328125)
poczta,POINT (20.93708419799805 52.23591232299805)
poczta,POINT (18.79067420959473 52.84420776367188)
poczta,POINT (23.41507339477539 51.8814468383789)
poczta,POINT (19.95738410949707 50.02019882202149)
poczta,POINT (16.92694473266602 50.9720458984375)
poczta,POINT (19.94429397583008 50.06060409545898)
poczta,POINT (20.98839378356934 50.01558685302734)
poczta,POINT (17.94529151916504 50.680419921875)
poczta,POINT (19.1795539855957 50.07588577270508)
poczta,POINT (18.67007064819336 50.22433853149414)
poczta,POINT (21.44528007507324 51.47312927246094)
poczta,POINT (17.97414398193359 50.67242431640625)
poczta,POINT (19.01008987426757 54.01398086547852)
poczta,POINT (19.03808975219727 50.2686653137207)
poczta,POINT (19.97534561157227 50.07267761230469)
poczta,POINT (18.65998649597168 50.29177856445313)
poczta,POINT (19.39446449279785 51.79693222045898)
poczta,POINT (15.6191463470459 53.63638687133789)
poczta,POINT (16.04750061035156 51.66408920288086)
poczta,POINT (18.54751777648925 50.08347702026367)
poczta,POINT (19.89429473876953 50.05986022949219)
poczta,POINT (18.54761505126953 50.07261657714844)
poczta,POINT (18.65127754211425 53.02920150756836)
poczta,POINT (18.54278564453125 50.09593963623047)
poczta,POINT (18.56226921081543 54.43029022216797)
poczta,POINT (19.52034568786621 50.45170211791992)
poczta,POINT (16.96283912658691 52.39870452880859)
poczta,POINT (18.10384941101075 54.5688591003418)
poczta,POINT (23.88657760620117 50.80540466308594)
poczta,POINT (16.925537109375 52.40626907348633)
poczta,POINT (17.71773719787598 51.07483291625977)
poczta,POINT (17.67045783996582 51.57390213012695)
poczta,POINT (20.9145565032959 52.20162963867188)
poczta,POINT (20.24703025817871 51.88152313232422)
poczta,POINT (18.22577285766602 53.08179092407226)
poczta,POINT (19.95233154296875 50.06748580932617)
poczta,POINT (20.01797294616699 50.06415557861328)
poczta,POINT (16.48580741882324 50.84236145019531)
poczta,POINT (16.93415260314941 52.41019439697266)
poczta,POINT (18.85605430603027 50.44422912597656)
poczta,POINT (15.02861595153809 52.91128921508789)
poczta,POINT (19.22733688354492 50.33285903930664)
poczta,POINT (19.96759796142578 50.08833312988281)
poczta,POINT (16.57852172851562 51.84330749511719)
poczta,POINT (21.03138160705566 52.29281616210938)
poczta,POINT (19.94377136230469 50.05123138427734)
poczta,POINT (20.69580078125 49.61650085449219)
poczta,POINT (19.04032897949219 54.02067565917969)
poczta,POINT (22.43210029602051 49.37250137329102)
poczta,POINT (14.54557991027832 53.43863296508789)
poczta,POINT (20.70229911804199 49.62350082397461)
poczta,POINT (20.70120048522949 49.60699844360352)
poczta,POINT (20.68479919433593 49.60960006713867)
poczta,POINT (20.36329650878907 52.62355422973633)
poczta,POINT (18.54140090942383 50.09460067749024)
poczta,POINT (16.5809097290039 51.84746170043945)
poczta,POINT (16.78286361694336 52.43106460571289)
poczta,POINT (19.49819946289062 51.73239898681641)
poczta,POINT (20.99738693237305 52.22842788696289)
poczta,POINT (16.97883415222168 51.0932846069336)
poczta,POINT (16.12899971008301 52.31600189208984)
poczta,POINT (16.96899795532227 51.06054306030274)
poczta,POINT (17.26922035217285 52.23112487792969)
poczta,POINT (19.8580150604248 51.19311904907226)
poczta,POINT (14.54050922393799 53.42574310302734)
poczta,POINT (20.8921947479248 52.20003128051758)
poczta,POINT (18.56098175048828 51.28692626953125)
poczta,POINT (16.160400390625 51.20180130004883)
poczta,POINT (14.9689998626709 51.7859992980957)
poczta,POINT (22.49695014953613 54.03974151611328)
poczta,POINT (16.61418914794922 51.46912002563477)
poczta,POINT (16.85082626342773 51.99859619140625)
poczta,POINT (20.98848152160645 52.18626022338867)
poczta,POINT (20.62986183166504 52.86554336547852)
poczta,POINT (18.89944648742676 51.20279312133789)
poczta,POINT (19.90020561218261 49.99665451049805)
poczta,POINT (18.66604423522949 51.20594787597656)
poczta,POINT (16.2893123626709 50.8218765258789)
poczta,POINT (20.97284317016602 50.02456665039063)
poczta,POINT (19.9099235534668 50.06873321533203)
poczta,POINT (19.06943893432617 52.65547943115234)
poczta,POINT (16.28425025939941 50.82405471801758)
poczta,POINT (17.81579971313477 53.06340026855469)
poczta,POINT (18.9743766784668 50.2095947265625)
poczta,POINT (18.69433975219727 49.95891189575195)
poczta,POINT (18.57989883422852 53.01811218261719)
poczta,POINT (18.8843822479248 50.74959945678711)
poczta,POINT (20.95339965820312 52.31949996948242)
poczta,POINT (21.38249397277832 51.37897872924805)
poczta,POINT (18.62606048583984 50.03704071044922)
poczta,POINT (18.3212947845459 51.25923919677734)
poczta,POINT (16.59993171691895 51.84302139282226)
poczta,POINT (18.96999740600586 50.22335052490234)
poczta,POINT (15.92371082305908 50.95063781738281)
poczta,POINT (19.03404426574707 49.71807098388672)
poczta,POINT (19.95497512817383 50.08181381225586)
poczta,POINT (16.04639625549316 51.5977668762207)
poczta,POINT (19.04398345947266 50.25886535644531)
poczta,POINT (19.82944869995117 49.97459411621094)
poczta,POINT (17.1340160369873 51.15934371948242)
poczta,POINT (19.47032737731934 51.74409484863281)
poczta,POINT (17.98845481872559 53.1250991821289)
poczta,POINT (19.34926223754883 53.50016784667969)
poczta,POINT (19.80128288269043 49.84481048583984)
poczta,POINT (19.9752311706543 50.0111083984375)
poczta,POINT (17.6016960144043 52.53395462036133)
poczta,POINT (21.05982208251953 52.26950454711914)
poczta,POINT (21.86189079284668 52.81834030151367)
poczta,POINT (23.2034912109375 53.2074089050293)
poczta,POINT (19.19547653198243 49.78679275512695)
poczta,POINT (16.69699096679688 51.86123657226562)
poczta,POINT (21.04890060424805 53.14070129394531)
poczta,POINT (19.92971611022949 50.07572174072266)
poczta,POINT (20.74673652648925 49.55948257446289)
poczta,POINT (22.30266952514648 53.28460693359375)
poczta,POINT (16.34225845336914 50.7310562133789)
poczta,POINT (15.52948570251465 52.87678527832031)
poczta,POINT (18.65671157836914 50.27683258056641)
poczta,POINT (19.92897033691407 50.07823181152344)
poczta,POINT (19.9599494934082 50.05699157714844)
poczta,POINT (17.74893569946289 54.54119110107422)
poczta,POINT (16.36478042602539 52.21638870239258)
poczta,POINT (18.63115119934082 54.26569747924805)
poczta,POINT (22.88864135742188 51.29085540771485)
poczta,POINT (20.2604866027832 51.77414321899414)
poczta,POINT (18.82666778564453 49.6567611694336)
poczta,POINT (22.7806396484375 51.98801422119141)
poczta,POINT (17.33493232727051 54.11354827880859)
poczta,POINT (16.88802909851074 52.38501739501953)
poczta,POINT (18.97187423706055 50.17669296264648)
poczta,POINT (19.0219612121582 49.71400833129883)
poczta,POINT (19.95895195007324 49.29705047607422)
poczta,POINT (19.95152282714844 49.29587554931641)
poczta,POINT (18.66524696350098 50.28739929199219)
poczta,POINT (17.02318382263184 52.09416580200195)
poczta,POINT (19.96013069152832 50.06795883178711)
poczta,POINT (17.01210594177246 52.07778549194336)
poczta,POINT (17.57686042785645 52.32014083862305)
poczta,POINT (19.46055030822754 51.75615692138672)
poczta,POINT (19.92700004577637 49.2859992980957)
poczta,POINT (19.20733070373535 49.68298721313477)
poczta,POINT (16.86581230163574 52.35210800170898)
poczta,POINT (18.69730758666992 50.02914810180664)
poczta,POINT (18.94583320617676 50.29159927368164)
poczta,POINT (19.20065879821777 49.68888473510742)
poczta,POINT (20.8888053894043 52.19431686401367)
poczta,POINT (16.56906700134277 51.84302139282226)
poczta,POINT (17.56437873840332 52.32744598388672)
poczta,POINT (19.93339538574219 50.06546020507813)
poczta,POINT (19.12820053100586 50.27140045166016)
poczta,POINT (15.62569141387939 52.08656311035156)
poczta,POINT (18.87150001525879 50.27470016479492)
poczta,POINT (21.16990089416504 50.57146835327149)
poczta,POINT (18.21500015258789 52.23400115966797)
poczta,POINT (19.70750045776367 52.54040145874024)
poczta,POINT (18.85379981994629 50.30110168457031)
poczta,POINT (18.71897506713867 49.81399154663086)
poczta,POINT (16.73258781433105 53.05268859863281)
poczta,POINT (21.39879989624023 52.88880157470703)
poczta,POINT (22.31464958190918 52.79777526855469)
poczta,POINT (22.55127716064453 51.20219421386719)
poczta,POINT (14.55366039276123 53.43033981323242)
poczta,POINT (19.13195037841797 50.29560089111328)
poczta,POINT (18.67777061462402 50.05578231811523)
poczta,POINT (16.0761890411377 51.64936828613281)
poczta,POINT (17.53072929382324 53.44242858886719)
poczta,POINT (21.83455467224121 51.57744216918945)
poczta,POINT (16.16567993164062 51.40417861938477)
poczta,POINT (19.17910003662109 50.29069900512695)
poczta,POINT (14.50753307342529 53.44173431396485)
poczta,POINT (21.15719985961914 50.0161018371582)
poczta,POINT (22.69580078125 49.25120162963867)
poczta,POINT (19.58209991455078 49.74021530151367)
poczta,POINT (19.9410343170166 50.06802749633789)
poczta,POINT (16.91740036010742 52.99209976196289)
poczta,POINT (18.6833381652832 50.03824996948242)
poczta,POINT (18.67626762390137 50.30070114135742)
poczta,POINT (20.61489486694336 52.87911224365234)
poczta,POINT (21.04913330078125 52.2696418762207)
poczta,POINT (23.47159957885743 51.13399887084961)
poczta,POINT (16.82471084594727 53.42761993408203)
poczta,POINT (21.01175880432129 52.23306274414063)
poczta,POINT (20.37574005126953 52.6227035522461)
poczta,POINT (15.5361499786377 53.94791030883789)
poczta,POINT (19.40676689147949 53.24448013305664)
poczta,POINT (16.9322280883789 52.40497589111328)
poczta,POINT (14.71450996398926 52.7399787902832)
poczta,POINT (19.13467407226562 50.08349227905274)
poczta,POINT (21.01615905761719 52.23741149902344)
poczta,POINT (19.91425132751465 50.06732177734375)
poczta,POINT (19.03675842285156 49.845458984375)
poczta,POINT (14.2386703491211 53.91321182250977)
poczta,POINT (21.49068832397461 49.63426208496094)
poczta,POINT (19.4274787902832 50.48271179199219)
poczta,POINT (18.57783699035645 50.0435676574707)
poczta,POINT (19.43495941162109 51.79325866699219)
poczta,POINT (16.93312072753906 52.44195938110352)
poczta,POINT (19.98125076293945 50.01871871948242)
poczta,POINT (18.41646957397461 50.8750114440918)
poczta,POINT (19.48808097839355 51.77338409423828)
poczta,POINT (20.61441040039062 52.19449996948242)
poczta,POINT (19.45731735229492 51.76371765136719)
poczta,POINT (20.83444786071777 51.98028945922852)
poczta,POINT (21.81163024902344 51.47440719604492)
poczta,POINT (21.3807544708252 50.95334625244141)
poczta,POINT (18.86515045166016 50.27559661865234)
poczta,POINT (22.54221725463867 51.98695373535156)
poczta,POINT (23.19294929504395 52.77178955078125)
poczta,POINT (19.49504470825195 51.73644256591797)
poczta,POINT (20.94153594970703 53.86327362060547)
poczta,POINT (22.46354484558105 51.47052383422852)
poczta,POINT (19.97129440307617 50.05979919433594)
poczta,POINT (19.45953178405761 51.78670120239258)
poczta,POINT (16.89299964904785 52.36999893188477)
poczta,POINT (19.92769622802734 50.06478881835938)
poczta,POINT (20.46179962158203 49.91460037231445)
poczta,POINT (16.13201141357422 52.31547546386719)
poczta,POINT (21.89030265808105 51.32340240478516)
poczta,POINT (22.43547821044922 51.30385971069336)
poczta,POINT (19.93899917602539 50.08855819702149)
poczta,POINT (21.47028732299805 49.74382019042969)
poczta,POINT (17.30030059814453 50.94679641723633)
poczta,POINT (18.25099945068359 52.23600006103516)
poczta,POINT (17.085693359375 52.38473510742188)
poczta,POINT (21.13727760314941 52.28316497802734)
poczta,POINT (19.44838333129883 51.74414443969727)
poczta,POINT (17.73611450195312 54.54101943969727)
poczta,POINT (16.82165336608887 52.43523788452149)
poczta,POINT (17.74986457824707 54.54359817504883)
poczta,POINT (14.57420825958252 53.43886566162109)
poczta,POINT (16.07613754272461 51.64933776855469)
poczta,POINT (16.86140060424805 51.61410140991211)
poczta,POINT (20.71450042724609 49.44070053100586)
poczta,POINT (20.46405220031739 52.26788330078125)
poczta,POINT (20.6221981048584 52.10823059082031)
poczta,POINT (16.59440612792969 51.8476448059082)
poczta,POINT (16.18729782104492 50.66809844970703)
poczta,POINT (17.96688461303711 50.48955917358398)
poczta,POINT (20.06375694274902 49.98715972900391)
poczta,POINT (18.4355297088623 51.05516052246094)
poczta,POINT (18.52749824523925 53.97482299804688)
poczta,POINT (20.06789016723633 49.98229598999024)
poczta,POINT (21.00564002990723 52.21941757202149)
poczta,POINT (20.10518646240234 50.01480102539063)
poczta,POINT (19.125 50.27959823608398)
poczta,POINT (16.88053131103515 51.10971832275391)
poczta,POINT (18.95304107666016 51.59568405151367)
poczta,POINT (19.89800071716309 50.02000045776367)
poczta,POINT (22.41824722290039 54.16229248046875)
poczta,POINT (19.26675033569336 50.37038421630859)
poczta,POINT (20.94980049133301 52.32344818115234)
poczta,POINT (16.59119033813477 52.59717178344727)
poczta,POINT (17.90942001342773 50.65190124511719)
poczta,POINT (16.99088478088379 51.12337493896485)
poczta,POINT (19.92321395874023 50.09199523925781)
poczta,POINT (19.41939735412598 51.81874084472656)
poczta,POINT (17.5077953338623 51.96102142333984)
poczta,POINT (20.70154762268066 49.60648345947266)
poczta,POINT (23.26082420349121 50.73569107055664)
poczta,POINT (22.20771598815918 49.77559661865234)
poczta,POINT (17.81887435913086 52.55826568603516)
poczta,POINT (17.05631065368653 51.08454513549805)
poczta,POINT (21.69021987915039 50.5772476196289)
poczta,POINT (23.18600463867188 53.14927291870117)
poczta,POINT (17.20556831359863 52.8140640258789)
poczta,POINT (17.03862571716309 51.08358764648438)
poczta,POINT (18.00564193725586 53.12394332885742)
poczta,POINT (16.06084251403809 51.65102767944336)
poczta,POINT (21.1573486328125 49.65304183959961)
poczta,POINT (19.94610404968261 50.08577728271485)
poczta,POINT (18.91524314880371 52.25563430786133)
poczta,POINT (19.13561630249023 50.83952331542969)
poczta,POINT (19.39227104187012 51.79194259643555)
poczta,POINT (14.53483676910401 53.45597076416016)
poczta,POINT (19.35378074645996 50.91788101196289)
poczta,POINT (17.3296947479248 50.47465896606445)
poczta,POINT (22.13494682312012 50.85708236694336)
poczta,POINT (19.98908996582031 50.02564239501953)
poczta,POINT (14.65841197967529 53.38121032714844)
poczta,POINT (17.0668773651123 51.8838119506836)
poczta,POINT (22.13415718078613 51.55746459960938)
poczta,POINT (18.74047660827637 49.73591995239258)
poczta,POINT (16.96599960327148 52.42300033569336)
poczta,POINT (16.90725517272949 52.41198348999024)
poczta,POINT (19.92959594726562 50.06706237792969)
poczta,POINT (22.22611999511719 51.88896942138672)
poczta,POINT (19.25701522827148 49.66328048706055)
poczta,POINT (23.09089469909668 53.12988662719727)
poczta,POINT (14.49625110626221 53.45569229125977)
poczta,POINT (18.86084365844727 50.44522857666016)
poczta,POINT (15.6215705871582 53.63885498046875)
poczta,POINT (16.93199920654297 52.36899948120117)
poczta,POINT (23.09729385375977 53.12802124023438)
poczta,POINT (23.18154144287109 53.12812042236328)
poczta,POINT (19.44529151916504 51.79647445678711)
poczta,POINT (19.94511413574219 50.07082748413086)
poczta,POINT (19.0197868347168 49.80632019042969)
poczta,POINT (21.09136772155761 51.64473342895508)
poczta,POINT (14.65570259094238 52.58896255493164)
poczta,POINT (22.49977874755859 51.23585891723633)
poczta,POINT (22.51712608337402 51.25559234619141)
poczta,POINT (15.76293468475342 50.7800407409668)
poczta,POINT (16.92521667480469 52.40785217285156)
poczta,POINT (20.8966007232666 52.1343994140625)
poczta,POINT (19.07276916503907 49.78622055053711)
poczta,POINT (16.66421127319336 52.46425247192383)
poczta,POINT (19.82234573364257 49.97653198242188)
poczta,POINT (17.8777961730957 50.68252563476562)
poczta,POINT (15.41519737243653 51.02840042114258)
poczta,POINT (18.00335693359375 50.37332534790039)
poczta,POINT (22.51567077636719 51.23012924194336)
poczta,POINT (18.89550018310547 50.27510070800781)
poczta,POINT (19.09698486328125 53.25687789916992)
poczta,POINT (18.53048706054688 53.97177124023438)
poczta,POINT (18.6258659362793 50.14020919799805)
poczta,POINT (19.11537551879883 50.8260383605957)
poczta,POINT (22.30388450622559 54.30661392211914)
poczta,POINT (17.06228828430176 51.11023330688477)
poczta,POINT (17.66436386108398 51.39696884155274)
poczta,POINT (22.69956207275391 52.99287796020508)
poczta,POINT (19.55863761901855 49.65997314453125)
poczta,POINT (17.0329647064209 51.10248565673828)
poczta,POINT (23.27719306945801 50.7150764465332)
poczta,POINT (19.07880401611328 49.76325225830078)
poczta,POINT (22.83614540100098 50.90998077392578)
poczta,POINT (21.43694305419922 50.29397201538086)
poczta,POINT (20.92457962036133 52.40367889404297)
poczta,POINT (19.9671802520752 50.12024688720703)
poczta,POINT (22.24134826660156 52.40730667114258)
poczta,POINT (20.93542289733887 52.39819717407226)
poczta,POINT (18.68228530883789 54.3564338684082)
poczta,POINT (21.13291168212891 51.37157821655274)
poczta,POINT (22.60641288757324 50.1778678894043)
poczta,POINT (20.49198722839355 53.73786544799805)
poczta,POINT (21.04302597045898 52.08323669433594)
poczta,POINT (20.92745971679688 52.39437484741211)
poczta,POINT (19.43670082092285 50.48210144042969)
poczta,POINT (20.66247940063477 53.15084838867188)
poczta,POINT (18.1040096282959 54.56631469726562)
poczta,POINT (21.02944183349609 52.07815551757813)
poczta,POINT (18.96844291687012 50.26079940795898)
poczta,POINT (21.0286750793457 52.07585144042969)
poczta,POINT (21.03786659240723 52.29609298706055)
poczta,POINT (20.47685241699219 49.42700576782226)
poczta,POINT (19.12502288818359 50.12396240234375)
poczta,POINT (18.67184448242188 50.28116607666016)
poczta,POINT (18.6876277923584 50.30412673950195)
poczta,POINT (16.20346260070801 54.18685531616211)
poczta,POINT (15.73889827728271 50.90290451049805)
poczta,POINT (20.47100448608398 52.12849044799805)
poczta,POINT (20.63345146179199 50.87178802490234)
poczta,POINT (18.54932594299316 50.09624481201172)
poczta,POINT (15.81247043609619 51.76819229125977)
poczta,POINT (16.94146537780761 51.09955215454102)
poczta,POINT (18.21026802062989 54.82804489135742)
poczta,POINT (21.16155624389648 51.42892074584961)
poczta,POINT (20.48110580444336 53.78121185302734)
poczta,POINT (16.6667423248291 51.78653335571289)
poczta,POINT (16.20441246032715 54.19066619873047)
poczta,POINT (20.43663024902344 52.05501556396485)
poczta,POINT (18.80317497253418 54.60471343994141)
poczta,POINT (20.96431922912598 52.24687957763672)
poczta,POINT (20.89895629882812 52.21820068359375)
poczta,POINT (22.56511306762695 51.25900268554688)
poczta,POINT (20.26352691650391 52.25112533569336)
poczta,POINT (16.17575073242188 54.18681716918945)
poczta,POINT (19.47940063476562 51.78929901123047)
poczta,POINT (17.19183921813965 51.17631149291992)
poczta,POINT (17.74049949645996 51.90439987182617)
poczta,POINT (17.05328178405761 51.03011322021485)
poczta,POINT (20.99101638793945 52.30833435058594)
poczta,POINT (21.04460906982422 52.27037811279297)
poczta,POINT (16.84403419494629 52.36880111694336)
poczta,POINT (22.50753784179688 51.23128128051758)
poczta,POINT (22.38847923278809 51.94181442260742)
poczta,POINT (21.02149200439453 52.16187286376953)
poczta,POINT (20.60540008544922 50.87310028076172)
poczta,POINT (16.47226142883301 50.84722900390625)
poczta,POINT (17.37349891662597 52.11013412475586)
poczta,POINT (19.58989906311035 51.79339981079102)
poczta,POINT (17.76556777954102 54.5)
poczta,POINT (19.9328441619873 50.03327560424805)
poczta,POINT (18.53318786621093 54.51592636108398)
poczta,POINT (18.66254043579102 50.28906631469727)
poczta,POINT (19.42350006103516 51.7494010925293)
poczta,POINT (22.15425300598145 53.38068389892578)
poczta,POINT (19.95633316040039 50.10202789306641)
poczta,POINT (20.80367469787598 54.25284194946289)
poczta,POINT (20.48724555969239 53.76045227050781)
poczta,POINT (20.04133605957031 51.37129592895508)
poczta,POINT (20.90489959716797 50.27170181274414)
poczta,POINT (19.80615043640137 50.06157684326172)
poczta,POINT (19.78388023376465 51.66469955444336)
poczta,POINT (15.52702903747559 52.88170623779297)
poczta,POINT (15.30273723602295 53.04384613037109)
poczta,POINT (20.49475479125977 53.73733520507813)
poczta,POINT (20.98720359802246 52.2305908203125)
poczta,POINT (22.532958984375 51.25434112548828)
poczta,POINT (16.93826293945312 52.46675109863281)
poczta,POINT (19.13076210021973 50.77623748779297)
poczta,POINT (20.83834075927734 52.17280960083008)
poczta,POINT (17.60659599304199 52.55487823486328)
poczta,POINT (14.24075984954834 53.90595245361328)
poczta,POINT (19.36099815368652 52.23231506347656)
poczta,POINT (20.37283706665039 53.12382888793945)
poczta,POINT (18.89590835571289 50.26784133911133)
poczta,POINT (20.59918212890625 52.8830451965332)
poczta,POINT (22.57611083984375 51.2759017944336)
poczta,POINT (19.44504356384277 51.77299880981445)
poczta,POINT (18.84639930725098 50.24262619018555)
poczta,POINT (22.48138999938965 50.0606803894043)
poczta,POINT (18.54888534545898 54.45391464233398)
poczta,POINT (18.54411697387695 54.44781494140625)
poczta,POINT (21.47415924072266 49.74675750732422)
poczta,POINT (17.03030586242676 51.10386276245117)
poczta,POINT (21.01285171508789 52.07821273803711)
poczta,POINT (18.84689903259277 50.3004035949707)
poczta,POINT (16.9410171508789 52.43645095825195)
poczta,POINT (17.5942440032959 53.13584518432617)
poczta,POINT (20.95895957946777 52.23004531860352)
poczta,POINT (18.24807167053223 52.22665023803711)
poczta,POINT (18.51985931396484 50.09461975097656)
poczta,POINT (21.00911521911621 52.16817855834961)
poczta,POINT (19.49698257446289 51.04790878295898)
poczta,POINT (19.94805145263672 50.05203247070313)
poczta,POINT (18.33735275268555 52.67850875854492)
poczta,POINT (16.69964218139648 52.28476333618164)
poczta,POINT (17.03958129882812 51.09531784057617)
poczta,POINT (18.46139907836914 50.01010131835938)
poczta,POINT (16.2457103729248 50.44183349609375)
poczta,POINT (17.91545677185059 52.94995880126953)
poczta,POINT (16.90716361999511 51.08512878417969)
poczta,POINT (19.11876487731934 50.25012588500977)
poczta,POINT (18.76276206970215 54.09703063964844)
poczta,POINT (21.38849830627441 49.82080841064453)
poczta,POINT (21.09722709655761 52.86695098876953)
poczta,POINT (20.61161994934082 50.87808990478516)
poczta,POINT (18.71106910705566 51.58828353881836)
poczta,POINT (21.03874397277832 52.14953231811523)
poczta,POINT (20.8057804107666 52.16536712646485)
poczta,POINT (18.48980331420898 49.94903945922852)
poczta,POINT (19.4376106262207 49.99727630615234)
poczta,POINT (21.65065574645996 51.16217041015625)
poczta,POINT (17.15266036987305 52.67126083374024)
poczta,POINT (19.75268173217773 52.53264236450195)
