operator,geometry
poczta,POINT (20.05755805969239 50.09415817260742)
poczta,POINT (22.51475715637207 51.23834228515625)
poczta,POINT (18.0390682220459 53.12162780761719)
poczta,POINT (20.87961578369141 53.02117538452149)
poczta,POINT (15.24232196807861 52.7311897277832)
poczta,POINT (15.25400257110596 52.76269149780274)
poczta,POINT (18.81240463256836 49.89543914794922)
poczta,POINT (23.16962814331055 53.12129592895508)
poczta,POINT (19.89724922180176 50.07894134521485)
poczta,POINT (18.61362838745117 50.75399780273438)
poczta,POINT (16.90477180480957 52.41134262084961)
poczta,POINT (23.1512279510498 53.1446304321289)
poczta,POINT (15.2365198135376 52.73477935791016)
poczta,POINT (19.75058364868164 51.79986953735352)
poczta,POINT (16.70079040527344 51.26739883422852)
poczta,POINT (23.14814567565918 53.13418960571289)
poczta,POINT (20.85600090026855 51.1151008605957)
poczta,POINT (23.08785438537598 52.20508193969727)
poczta,POINT (15.85006904602051 51.48080825805664)
poczta,POINT (21.01398277282715 52.19376754760742)
poczta,POINT (18.44300079345703 53.40840148925781)
poczta,POINT (17.05651664733887 51.12545394897461)
poczta,POINT (15.2315149307251 52.74047088623047)
poczta,POINT (20.85840034484864 51.11370086669922)
poczta,POINT (19.32783699035645 51.74752044677734)
poczta,POINT (18.03688240051269 53.10878372192383)
poczta,POINT (17.72428131103516 51.31011199951172)
poczta,POINT (16.20293617248535 51.38702774047852)
poczta,POINT (16.85672950744629 52.28697204589844)
poczta,POINT (17.04640007019043 52.28761672973633)
poczta,POINT (15.77474212646485 53.77616500854492)
poczta,POINT (21.38775253295898 50.92865371704102)
poczta,POINT (16.93569755554199 52.40895843505859)
poczta,POINT (23.14940071105957 52.02859878540039)
poczta,POINT (17.19281387329102 51.17456817626953)
poczta,POINT (18.60350036621093 53.01050186157226)
poczta,POINT (22.24527549743652 52.97637176513672)
poczta,POINT (21.00790023803711 50.59090042114258)
poczta,POINT (18.63177108764648 53.01729965209961)
poczta,POINT (19.21879959106445 50.33160018920898)
poczta,POINT (19.66519927978516 52.85160064697266)
poczta,POINT (14.56485080718994 52.35456466674805)
poczta,POINT (19.19539451599121 49.8514518737793)
poczta,POINT (15.2420768737793 52.73114395141602)
poczta,POINT (17.93849945068359 53.13209915161133)
poczta,POINT (15.53153514862061 52.24752807617188)
poczta,POINT (16.54004859924316 50.8568115234375)
poczta,POINT (16.06138801574707 50.75749969482422)
poczta,POINT (19.08491134643555 52.31433486938477)
poczta,POINT (15.93200016021729 51.27199935913086)
poczta,POINT (22.85925483703613 54.36347198486328)
poczta,POINT (20.97979927062989 50.01539993286133)
poczta,POINT (18.31760025024414 49.92457962036133)
poczta,POINT (20.62020683288575 52.88204193115234)
poczta,POINT (19.64053344726562 49.96796798706055)
poczta,POINT (21.34229278564453 53.7479133605957)
poczta,POINT (20.72111320495605 49.60679626464844)
poczta,POINT (20.99279975891113 50.01679992675781)
poczta,POINT (15.4874038696289 51.97673034667969)
poczta,POINT (21.05026054382324 52.31768417358398)
poczta,POINT (14.61361026763916 53.84518814086914)
poczta,POINT (22.57027053833008 51.25900268554688)
poczta,POINT (19.39214897155761 51.74536514282226)
poczta,POINT (19.92776679992676 50.06282043457031)
poczta,POINT (18.99407958984375 50.36410140991211)
poczta,POINT (17.5580005645752 54.76599884033203)
poczta,POINT (17.69297027587891 51.30083847045898)
poczta,POINT (20.03735160827637 50.0732536315918)
poczta,POINT (16.37593841552735 54.43561935424805)
poczta,POINT (21.00510025024414 52.22029876708984)
poczta,POINT (18.61013984680176 49.94772338867188)
poczta,POINT (18.51490211486816 54.4996109008789)
poczta,POINT (20.24312019348145 51.75085830688477)
poczta,POINT (20.41049575805664 49.71927642822266)
poczta,POINT (19.44463729858398 51.76445770263672)
poczta,POINT (15.73242473602295 50.77389144897461)
poczta,POINT (19.80229759216309 50.0731201171875)
poczta,POINT (19.96171760559082 50.00872802734375)
poczta,POINT (19.48156929016113 52.06895446777344)
poczta,POINT (20.61818313598633 50.87310028076172)
poczta,POINT (20.63296890258789 50.87330627441406)
poczta,POINT (20.92461013793945 52.25133514404297)
poczta,POINT (23.14690017700195 53.13399887084961)
poczta,POINT (19.92711067199707 50.05208969116211)
poczta,POINT (16.61319923400879 50.68494415283203)
poczta,POINT (19.36221694946289 51.79569625854492)
poczta,POINT (17.89311408996582 54.74385452270508)
poczta,POINT (19.99915885925293 50.04428863525391)
poczta,POINT (21.99601364135743 50.0342788696289)
poczta,POINT (19.7448673248291 53.91910552978516)
poczta,POINT (15.57092380523681 54.1803207397461)
poczta,POINT (17.91373252868652 53.14578247070313)
poczta,POINT (21.22395133972168 52.89299774169922)
poczta,POINT (21.60880088806152 50.05329895019531)
poczta,POINT (17.09492111206055 51.10308074951172)
poczta,POINT (20.16815948486328 53.23849487304688)
poczta,POINT (18.73550987243652 51.5943832397461)
poczta,POINT (21.57862854003907 52.1761589050293)
poczta,POINT (20.66783332824707 50.8906478881836)
poczta,POINT (18.70846176147461 51.59175872802734)
poczta,POINT (15.24172782897949 52.75752639770508)
poczta,POINT (23.07841300964355 53.12651824951172)
poczta,POINT (19.38076019287109 51.86222839355469)
poczta,POINT (23.15296173095703 53.14459991455078)
poczta,POINT (14.60786056518555 52.96533966064453)
poczta,POINT (23.15985679626465 53.1391716003418)
poczta,POINT (18.61115074157715 53.02413177490234)
poczta,POINT (17.57020187377929 53.69079208374024)
poczta,POINT (21.78658294677734 54.04225158691406)
poczta,POINT (16.99978828430176 51.10154342651367)
poczta,POINT (18.55957984924316 54.32202529907226)
poczta,POINT (18.9827995300293 50.21060180664063)
poczta,POINT (18.57027244567871 53.01533889770508)
poczta,POINT (18.21336364746093 50.08522033691406)
poczta,POINT (17.39000701904297 50.96256637573242)
poczta,POINT (16.17277336120605 51.40240859985352)
poczta,POINT (16.89872932434082 52.39553451538086)
poczta,POINT (18.65031051635743 53.02337646484375)
poczta,POINT (16.16464424133301 51.40340805053711)
poczta,POINT (16.51819610595703 52.35735321044922)
poczta,POINT (16.34670066833496 50.95989990234375)
poczta,POINT (18.69260215759277 53.02783966064453)
poczta,POINT (18.00979995727539 53.13190078735352)
poczta,POINT (17.0424747467041 54.4544563293457)
poczta,POINT (19.11429977416992 49.60329818725586)
poczta,POINT (16.64925956726074 50.71043014526367)
poczta,POINT (23.35217475891113 50.93340301513672)
poczta,POINT (16.08072280883789 51.66235733032226)
poczta,POINT (18.24920082092285 52.79510116577149)
poczta,POINT (18.79481315612793 54.08710861206055)
poczta,POINT (20.45890808105469 53.7807731628418)
poczta,POINT (22.54531860351562 51.26017761230469)
poczta,POINT (15.9898796081543 54.01470947265625)
poczta,POINT (18.63361930847168 54.25065994262695)
poczta,POINT (17.12148857116699 53.0973014831543)
poczta,POINT (19.69070053100586 52.54880142211914)
poczta,POINT (20.63095855712891 50.87019729614258)
poczta,POINT (21.7543773651123 50.67900085449219)
poczta,POINT (19.12829971313477 50.81240081787109)
poczta,POINT (19.89582252502441 49.99914932250977)
poczta,POINT (17.22671127319336 52.39789581298828)
poczta,POINT (17.93224906921387 50.67480850219727)
poczta,POINT (19.08945465087891 50.24225997924805)
poczta,POINT (18.58345413208008 49.93774795532226)
poczta,POINT (23.421142578125 50.45642471313477)
poczta,POINT (18.30362510681152 52.37080001831055)
poczta,POINT (18.9367790222168 51.60651016235352)
poczta,POINT (14.76571083068847 53.39275741577149)
poczta,POINT (22.85214996337891 52.44449996948242)
poczta,POINT (14.78229808807373 53.27998733520508)
poczta,POINT (18.62975311279297 53.01500701904297)
poczta,POINT (17.91990852355957 53.15014266967773)
poczta,POINT (20.00838088989257 52.45085906982422)
poczta,POINT (19.36653709411621 51.65731430053711)
poczta,POINT (19.23164367675781 50.0360221862793)
poczta,POINT (19.34587860107422 51.6607894897461)
poczta,POINT (19.91748428344727 50.07401657104492)
poczta,POINT (17.0025463104248 51.09991836547852)
poczta,POINT (18.64862060546875 49.92959976196289)
poczta,POINT (18.00032615661621 53.13068008422852)
poczta,POINT (14.39302253723145 53.12679290771485)
poczta,POINT (22.9050350189209 51.34555816650391)
poczta,POINT (19.69099998474121 52.54919815063477)
poczta,POINT (19.09707832336425 50.26257705688477)
poczta,POINT (20.41364860534668 49.71707153320313)
poczta,POINT (18.7810001373291 50.30699920654297)
poczta,POINT (14.50139236450195 53.394287109375)
poczta,POINT (23.24279594421387 51.11996459960938)
poczta,POINT (18.72296333312989 51.58786392211914)
poczta,POINT (20.61782264709473 52.19654083251953)
poczta,POINT (19.68670082092285 52.55400085449219)
poczta,POINT (16.88740158081055 52.40957260131836)
poczta,POINT (19.38615989685059 51.65542602539063)
poczta,POINT (18.62894630432129 54.26227569580078)
poczta,POINT (16.92217636108398 52.40423583984375)
poczta,POINT (21.0634822845459 52.13425827026367)
poczta,POINT (20.89570236206055 52.20846557617188)
poczta,POINT (19.08156967163086 50.38710784912109)
poczta,POINT (16.91136550903321 52.41141128540039)
poczta,POINT (22.94375419616699 51.80331802368164)
poczta,POINT (16.90445899963379 52.39749908447266)
poczta,POINT (20.97821235656739 52.26300430297852)
poczta,POINT (20.93581962585449 52.28483200073242)
poczta,POINT (18.94549369812012 50.27942657470703)
poczta,POINT (19.91751670837402 50.05354309082031)
poczta,POINT (18.58804130554199 54.40726852416992)
poczta,POINT (23.47515487670898 50.62855911254883)
poczta,POINT (18.21291351318359 50.67910003662109)
poczta,POINT (21.03440093994141 52.23559951782226)
poczta,POINT (17.00812530517578 51.05870056152344)
poczta,POINT (18.57805061340332 54.40202713012695)
poczta,POINT (16.8913803100586 52.38811492919922)
poczta,POINT (18.12839126586914 53.14879608154297)
poczta,POINT (22.80170059204102 49.96012115478516)
poczta,POINT (17.02400970458985 51.11998748779297)
poczta,POINT (19.56550025939941 53.59500122070313)
poczta,POINT (16.73959922790527 50.50550079345703)
poczta,POINT (19.11520004272461 50.3311996459961)
poczta,POINT (21.16713523864746 52.22066116333008)
poczta,POINT (17.96649932861328 53.11550140380859)
poczta,POINT (18.146484375 50.33582305908203)
poczta,POINT (18.91714286804199 50.30475234985352)
poczta,POINT (14.55300045013428 53.44490051269531)
poczta,POINT (19.98247337341309 50.01815414428711)
poczta,POINT (16.59377479553223 51.16374969482422)
poczta,POINT (21.05302047729492 52.20705032348633)
poczta,POINT (18.21007537841797 50.34560775756836)
poczta,POINT (19.42080116271973 51.07228088378906)
poczta,POINT (19.4582405090332 51.76154327392578)
poczta,POINT (16.91754913330078 52.32238388061523)
poczta,POINT (22.26062393188477 51.37459564208984)
poczta,POINT (20.10044288635254 51.13467025756836)
poczta,POINT (21.01737022399902 52.12715911865234)
poczta,POINT (16.85529708862305 54.5848274230957)
poczta,POINT (14.54011631011963 53.41986846923828)
poczta,POINT (16.91174697875977 52.31504821777344)
poczta,POINT (21.37778854370117 54.07453918457031)
poczta,POINT (21.56570053100586 51.3585205078125)
poczta,POINT (19.22817420959473 49.86039352416992)
poczta,POINT (19.11829948425293 50.8218002319336)
poczta,POINT (16.89008522033691 54.23798370361328)
poczta,POINT (20.95484924316407 52.32102203369141)
poczta,POINT (16.52540588378906 52.00957870483398)
poczta,POINT (15.21081829071045 53.9137191772461)
poczta,POINT (18.5128002166748 50.01847839355469)
poczta,POINT (20.98690032958984 52.2400016784668)
poczta,POINT (15.28810024261474 51.12030029296875)
poczta,POINT (21.16095924377441 50.55588531494141)
poczta,POINT (14.82029438018799 53.56049346923828)
poczta,POINT (21.95511054992676 50.04435348510742)
poczta,POINT (18.66299057006836 50.06367874145508)
poczta,POINT (14.94867897033691 52.77940368652344)
poczta,POINT (15.30595111846924 53.58140182495117)
poczta,POINT (16.81296730041504 52.37491226196289)
poczta,POINT (20.74659919738769 50.18769836425781)
poczta,POINT (20.58160018920898 50.10800170898438)
poczta,POINT (16.12124443054199 52.31993103027344)
poczta,POINT (22.76130867004395 49.78590774536133)
poczta,POINT (19.13409996032715 50.3223991394043)
poczta,POINT (21.86751365661621 51.5562629699707)
poczta,POINT (18.50695037841797 52.01548767089844)
poczta,POINT (21.74056434631348 50.68529510498047)
poczta,POINT (19.47653388977051 51.79034805297852)
poczta,POINT (16.18595695495605 51.4007568359375)
poczta,POINT (19.36928176879883 51.66381454467773)
poczta,POINT (21.02742576599121 52.07535552978516)
poczta,POINT (18.50571632385254 53.9853744506836)
poczta,POINT (19.32640075683593 50.57369995117188)
poczta,POINT (16.86452102661133 54.58105087280274)
poczta,POINT (17.53917694091797 53.45587921142578)
poczta,POINT (16.52594947814941 52.00851440429688)
poczta,POINT (21.43804740905761 52.43097305297852)
poczta,POINT (21.00008964538575 52.22628021240234)
poczta,POINT (15.49770641326904 52.59273529052734)
poczta,POINT (17.08269309997559 52.41680145263672)
poczta,POINT (21.05960083007812 52.22386932373047)
poczta,POINT (18.0424690246582 53.12986755371094)
poczta,POINT (15.69301509857178 51.80197906494141)
poczta,POINT (16.25414848327637 50.79225540161133)
poczta,POINT (18.45211601257324 53.40804672241211)
poczta,POINT (15.71602725982666 51.80646133422852)
poczta,POINT (22.30886077880859 52.8035888671875)
poczta,POINT (20.01258277893066 50.06728363037109)
poczta,POINT (21.06462669372559 52.25159454345703)
poczta,POINT (14.62431621551513 53.65188217163086)
poczta,POINT (15.58919239044189 54.17504501342773)
poczta,POINT (21.7504997253418 49.6963996887207)
poczta,POINT (15.41489124298096 53.16684722900391)
poczta,POINT (16.31365013122559 50.86280822753906)
poczta,POINT (15.26671314239502 52.76192474365234)
poczta,POINT (18.25339317321777 52.2124252319336)
poczta,POINT (15.5649995803833 51.26200103759766)
poczta,POINT (16.87996673583985 52.34291076660156)
poczta,POINT (16.91500091552735 52.45299911499024)
poczta,POINT (20.47575569152832 51.39972686767578)
poczta,POINT (18.5835018157959 54.35732269287109)
poczta,POINT (17.10463905334473 51.10112762451172)
poczta,POINT (21.49716377258301 50.43651962280274)
poczta,POINT (18.68469619750977 54.35712432861328)
poczta,POINT (19.75539970397949 50.3838996887207)
poczta,POINT (16.93535232543945 52.43091583251953)
poczta,POINT (15.24287796020508 52.76335906982422)
poczta,POINT (17.99715614318848 53.1319465637207)
poczta,POINT (17.96464157104492 53.11810684204102)
poczta,POINT (22.52675819396973 51.194580078125)
poczta,POINT (21.04131317138672 50.3995132446289)
poczta,POINT (15.55776691436768 51.26117706298828)
poczta,POINT (16.97367858886719 52.39145278930664)
poczta,POINT (16.91761016845703 51.12311172485352)
poczta,POINT (16.76473045349121 52.45765686035156)
poczta,POINT (18.58920669555664 54.35943984985352)
poczta,POINT (16.18328094482422 51.20151138305664)
poczta,POINT (20.79167938232422 52.21040725708008)
poczta,POINT (14.53820037841797 53.43180084228516)
poczta,POINT (19.21660041809082 49.88198852539063)
poczta,POINT (19.40590476989746 50.14239120483398)
poczta,POINT (22.59736251831055 49.43080139160156)
poczta,POINT (14.54740047454834 53.43059921264648)
poczta,POINT (18.08365631103516 52.8023796081543)
poczta,POINT (20.69977760314941 49.624267578125)
poczta,POINT (23.59217834472656 51.23550033569336)
poczta,POINT (15.8243293762207 51.72863006591797)
poczta,POINT (20.98810005187989 52.21689987182617)
poczta,POINT (18.90206527709961 50.16402435302734)
poczta,POINT (19.19235992431641 50.31837844848633)
poczta,POINT (17.14133644104004 51.15902709960938)
poczta,POINT (22.02263641357422 50.03716659545898)
poczta,POINT (21.02519989013672 52.18659973144531)
poczta,POINT (19.25144386291504 52.93991088867188)
poczta,POINT (18.58279991149902 51.21659851074219)
poczta,POINT (19.38360023498535 51.36740112304688)
poczta,POINT (18.24659919738769 52.79759979248047)
poczta,POINT (16.90467643737793 52.36507415771485)
poczta,POINT (20.69974899291992 52.44552612304688)
poczta,POINT (19.42340087890625 51.77362823486328)
poczta,POINT (20.6042308807373 50.86211013793945)
poczta,POINT (18.47516822814941 54.27675628662109)
poczta,POINT (23.01259994506836 50.94760131835938)
poczta,POINT (22.02688026428223 49.97077178955078)
poczta,POINT (15.25561046600342 52.7374382019043)
poczta,POINT (15.06698513031006 51.0782585144043)
poczta,POINT (17.80572128295898 51.64873886108398)
poczta,POINT (17.46808433532715 51.36371231079102)
poczta,POINT (19.30534934997559 51.81924057006836)
poczta,POINT (16.09441757202148 53.34147262573242)
poczta,POINT (15.70791530609131 51.80770492553711)
poczta,POINT (18.98673057556152 50.12389373779297)
